name,LION
PA(O-19:1/25:7),LION:0033832
PA(O-19:1/26:0),LION:0033833
PA(O-19:1/26:1),LION:0033841
PA(O-19:1/26:2),LION:0033842
PA(O-19:1/26:3),LION:0033849
PA(O-19:1/26:4),LION:0033850
PA(O-19:1/26:5),LION:0033855
PA(O-19:1/26:6),LION:0033861
PA(O-19:1/26:7),LION:0033862
PA(O-19:2/19:2),LION:0033867
PA(O-19:2/19:3),LION:0033873
PA(O-19:2/20:0),LION:0033874
PA(O-19:2/20:1),LION:0033877
PA(O-19:2/20:2),LION:0033878
PA(O-19:2/20:3),LION:0033879
PA(O-19:2/20:4),LION:0033880
PA(O-19:2/20:5),LION:0033881
PA(O-19:2/21:0),LION:0033882
PA(O-19:2/21:1),LION:0033883
PA(O-19:2/21:2),LION:0033884
PA(O-19:2/21:3),LION:0033888
PA(O-19:2/21:4),LION:0033889
PA(O-19:2/22:0),LION:0033892
PA(O-19:2/22:1),LION:0033897
PA(O-19:2/22:2),LION:0033898
PA(O-19:2/22:3),LION:0033900
PA(O-19:2/22:4),LION:0033901
PA(O-19:2/22:5),LION:0033903
PA(O-19:2/22:6),LION:0033908
PA(O-19:2/23:0),LION:0033909
PA(O-19:2/23:1),LION:0033915
PA(O-19:2/23:2),LION:0033921
PA(O-19:2/23:3),LION:0033922
PA(O-19:2/23:4),LION:0033928
PA(O-19:2/23:5),LION:0033934
PA(O-19:2/24:0),LION:0033935
PA(O-19:2/24:1),LION:0033940
PA(O-19:2/24:2),LION:0033945
PA(O-19:2/24:3),LION:0033946
PA(O-19:2/24:4),LION:0033949
PA(O-19:2/24:5),LION:0033954
PA(O-19:2/24:6),LION:0033955
PA(O-19:2/25:0),LION:0033957
PA(O-19:2/25:1),LION:0033963
PA(O-19:2/25:2),LION:0033964
PA(O-19:2/25:3),LION:0033965
PA(O-19:2/25:4),LION:0033966
PA(O-19:2/25:5),LION:0033967
PA(O-19:2/25:6),LION:0033968
PA(O-19:2/25:7),LION:0033969
PA(O-19:2/26:0),LION:0033970
PA(O-19:2/26:1),LION:0033971
PA(O-19:2/26:2),LION:0033975
PA(O-19:2/26:3),LION:0033976
PA(O-19:2/26:4),LION:0033977
PA(O-19:2/26:5),LION:0033978
PA(O-19:2/26:6),LION:0033979
PA(O-19:2/26:7),LION:0033983
PA(O-19:3/19:3),LION:0033989
PA(O-19:3/20:0),LION:0033990
PA(O-19:3/20:1),LION:0033995
PA(O-19:3/20:2),LION:0034000
PA(O-19:3/20:3),LION:0034001
PA(O-19:3/20:4),LION:0034005
PA(O-19:3/20:5),LION:0034009
PA(O-19:3/21:0),LION:0034010
PA(O-19:3/21:1),LION:0034013
PA(O-19:3/21:2),LION:0034019
PA(O-19:3/21:3),LION:0034020
PA(O-19:3/21:4),LION:0034022
PA(O-19:3/22:0),LION:0034028
PA(O-19:3/22:1),LION:0034029
PA(O-19:3/22:2),LION:0034030
PA(O-19:3/22:3),LION:0034031
PA(O-19:3/22:4),LION:0034032
PA(O-19:3/22:5),LION:0034033
PA(O-19:3/22:6),LION:0034034
PA(O-19:3/23:0),LION:0034036
PA(O-19:3/23:1),LION:0034037
PA(O-19:3/23:2),LION:0034038
PA(O-19:3/23:3),LION:0034043
PA(O-19:3/23:4),LION:0034047
PA(O-19:3/23:5),LION:0034048
PA(O-19:3/24:0),LION:0034051
PA(O-19:3/24:1),LION:0034054
PA(O-19:3/24:2),LION:0034057
PA(O-19:3/24:3),LION:0034063
PA(O-19:3/24:4),LION:0034065
PA(O-19:3/24:5),LION:0034069
PA(O-19:3/24:6),LION:0034070
PA(O-19:3/25:0),LION:0034071
PA(O-19:3/25:1),LION:0034072
PA(O-19:3/25:2),LION:0034073
PA(O-19:3/25:3),LION:0034074
PA(O-19:3/25:4),LION:0034075
PA(O-19:3/25:5),LION:0034085
PA(O-19:3/25:6),LION:0034089
PA(O-19:3/25:7),LION:0034090
PA(O-19:3/26:0),LION:0034092
PA(O-19:3/26:1),LION:0034094
PA(O-19:3/26:2),LION:0034095
PA(O-19:3/26:3),LION:0034096
PA(O-19:3/26:4),LION:0034097
PA(O-19:3/26:5),LION:0034098
PA(O-19:3/26:6),LION:0034099
PA(O-19:3/26:7),LION:0034103
PA(O-20:0/20:1),LION:0034105
PA(O-20:0/20:2),LION:0034106
PA(O-20:0/20:3),LION:0034108
PA(O-20:0/20:5),LION:0034109
PA(O-20:0/21:0),LION:0034110
PA(O-20:0/21:1),LION:0034112
PA(O-20:0/21:2),LION:0034113
PA(O-20:0/21:3),LION:0034114
PA(O-20:0/21:4),LION:0034115
PA(O-20:0/23:0),LION:0034119
PA(O-20:0/23:1),LION:0034120
PA(O-20:0/23:2),LION:0034123
PA(O-20:0/23:3),LION:0034124
PA(O-20:0/23:4),LION:0034125
PA(O-20:0/23:5),LION:0034127
PA(O-20:0/24:1),LION:0034128
PA(O-20:0/24:2),LION:0034129
PA(O-20:0/24:3),LION:0034130
PA(O-20:0/24:4),LION:0034131
PA(O-20:0/24:5),LION:0034132
PA(O-20:0/24:6),LION:0034133
PA(O-20:0/25:0),LION:0034134
PA(O-20:0/25:1),LION:0034135
PA(O-20:0/25:2),LION:0034136
PA(O-20:0/25:3),LION:0034137
PA(O-20:0/25:4),LION:0034138
PA(O-20:0/25:5),LION:0034139
PA(O-20:0/25:6),LION:0034140
PA(O-20:0/25:7),LION:0034141
PA(O-20:0/26:1),LION:0034142
PA(O-20:0/26:2),LION:0034143
PA(O-20:0/26:3),LION:0034144
PA(O-20:0/26:4),LION:0034145
PA(O-20:0/26:7),LION:0034146
PA(O-20:1/20:1),LION:0034147
PA(O-20:1/20:2),LION:0034148
PA(O-20:1/20:3),LION:0034149
PA(O-20:1/20:4),LION:0034150
PA(O-20:1/20:5),LION:0034151
PA(O-20:1/21:0),LION:0034152
PA(O-20:1/21:1),LION:0034153
PA(O-20:1/21:2),LION:0034154
PA(O-20:1/21:3),LION:0034155
PA(O-20:1/21:4),LION:0034156
PA(O-20:1/22:0),LION:0034157
PA(O-20:1/22:3),LION:0034158
PA(O-20:1/22:4),LION:0034159
PA(O-20:1/23:0),LION:0034160
PA(O-20:1/23:1),LION:0034161
PA(O-20:1/23:2),LION:0034162
PA(O-20:1/23:3),LION:0034163
PA(O-20:1/23:4),LION:0034164
PA(O-20:1/23:5),LION:0034165
PA(O-20:1/24:0),LION:0034166
PA(O-20:1/24:1),LION:0034167
PA(O-20:1/24:2),LION:0034168
PA(O-20:1/24:3),LION:0034169
PA(O-20:1/24:4),LION:0034170
PA(O-20:1/24:5),LION:0034171
PA(O-20:1/24:6),LION:0034172
PA(O-20:1/25:0),LION:0034173
PA(O-20:1/25:1),LION:0034174
PA(O-20:1/25:2),LION:0034175
PA(O-20:1/25:3),LION:0034176
PA(O-20:1/25:4),LION:0034177
PA(O-20:1/25:5),LION:0034178
PA(O-20:1/25:6),LION:0034179
PA(O-20:1/25:7),LION:0034180
PA(O-20:1/26:1),LION:0034181
PA(O-20:1/26:2),LION:0034182
PA(O-20:1/26:3),LION:0034183
PA(O-20:1/26:4),LION:0034184
PA(O-20:1/26:7),LION:0034185
PA(O-20:2/20:2),LION:0034186
PA(O-20:2/20:3),LION:0034187
PA(O-20:2/20:4),LION:0034188
PA(O-20:2/20:5),LION:0034189
PA(O-20:2/21:0),LION:0034190
PA(O-20:2/21:1),LION:0034191
PA(O-20:2/21:2),LION:0034192
PA(O-20:2/21:3),LION:0034193
PA(O-20:2/21:4),LION:0034194
PA(O-20:2/22:0),LION:0034195
PA(O-20:2/22:1),LION:0034196
PA(O-20:2/22:2),LION:0034197
PA(O-20:2/22:3),LION:0034198
PA(O-20:2/22:4),LION:0034199
PA(O-20:2/22:5),LION:0034200
PA(O-20:2/22:6),LION:0034201
PA(O-20:2/23:0),LION:0034202
PA(O-20:2/23:1),LION:0034203
PA(O-20:2/23:2),LION:0034204
PA(O-20:2/23:3),LION:0034205
PA(O-20:2/23:4),LION:0034206
PA(O-20:2/23:5),LION:0034207
PA(O-20:2/24:0),LION:0034208
PA(O-20:2/24:1),LION:0034209
PA(O-20:2/24:2),LION:0034210
PA(O-20:2/24:3),LION:0034211
PA(O-20:2/24:4),LION:0034212
PA(O-20:2/24:5),LION:0034213
PA(O-20:2/24:6),LION:0034214
PA(O-20:2/25:0),LION:0034245
PA(O-20:2/25:1),LION:0034246
PA(O-20:2/25:2),LION:0034254
PA(O-20:2/25:3),LION:0034255
PA(O-20:2/25:4),LION:0034262
PA(O-20:2/25:5),LION:0034263
PA(O-20:2/25:6),LION:0034264
PA(O-20:2/25:7),LION:0034265
PA(O-20:2/26:0),LION:0034266
PA(O-20:2/26:1),LION:0034267
PA(O-20:2/26:2),LION:0034268
PA(O-20:2/26:3),LION:0034269
PA(O-20:2/26:4),LION:0034270
PA(O-20:2/26:5),LION:0034271
PA(O-20:2/26:6),LION:0034272
PA(O-20:2/26:7),LION:0034275
PA(O-20:3/20:3),LION:0034276
PA(O-20:3/20:4),LION:0034284
PA(O-20:3/20:5),LION:0034285
PA(O-20:3/21:0),LION:0034292
PA(O-20:3/21:1),LION:0034293
PA(O-20:3/21:2),LION:0034296
PA(O-20:3/21:3),LION:0034297
PA(O-20:3/21:4),LION:0034302
PA(O-20:3/22:1),LION:0034303
PA(O-20:3/22:2),LION:0034307
PA(O-20:3/22:3),LION:0034308
PA(O-20:3/22:4),LION:0034309
PA(O-20:3/22:6),LION:0034310
PA(O-20:3/23:0),LION:0034311
PA(O-20:3/23:1),LION:0034312
PA(O-20:3/23:2),LION:0034313
PA(O-20:3/23:3),LION:0034314
PA(O-20:3/23:4),LION:0034327
PA(O-20:3/23:5),LION:0034328
PA(O-20:3/24:1),LION:0034336
PA(O-20:3/24:2),LION:0034337
PA(O-20:3/24:3),LION:0034346
PA(O-20:3/24:4),LION:0034347
PA(O-20:3/24:5),LION:0034357
PA(O-20:3/24:6),LION:0034358
PA(O-20:3/25:0),LION:0034364
PA(O-20:3/25:1),LION:0034368
PA(O-20:3/25:2),LION:0034369
PA(O-20:3/25:3),LION:0034374
PA(O-20:3/25:4),LION:0034379
PA(O-20:3/25:5),LION:0034380
PA(O-20:3/25:6),LION:0034384
PA(O-20:3/25:7),LION:0034385
PA(O-20:3/26:1),LION:0034386
PA(O-20:3/26:2),LION:0034387
PA(O-20:3/26:3),LION:0034388
PA(O-20:3/26:4),LION:0034389
PA(O-20:3/26:6),LION:0034390
PA(O-20:3/26:7),LION:0034391
PA(O-20:4/21:0),LION:0034392
PA(O-20:4/21:1),LION:0034393
PA(O-20:4/21:2),LION:0034394
PA(O-20:4/21:3),LION:0034400
PA(O-20:4/21:4),LION:0034401
PA(O-20:4/23:0),LION:0034407
PA(O-20:4/23:1),LION:0034408
PA(O-20:4/23:2),LION:0034412
PA(O-20:4/23:3),LION:0034413
PA(O-20:4/23:4),LION:0034414
PA(O-20:4/23:5),LION:0034415
PA(O-20:4/24:1),LION:0034418
PA(O-20:4/24:2),LION:0034419
PA(O-20:4/24:3),LION:0034420
PA(O-20:4/24:4),LION:0034421
PA(O-20:4/24:6),LION:0034430
PA(O-20:4/25:0),LION:0034431
PA(O-20:4/25:1),LION:0034440
PA(O-20:4/25:2),LION:0034441
PA(O-20:4/25:3),LION:0034451
PA(O-20:4/25:4),LION:0034452
PA(O-20:4/25:5),LION:0034460
PA(O-20:4/25:6),LION:0034461
PA(O-20:4/25:7),LION:0034467
PA(O-20:4/26:1),LION:0034472
PA(O-20:4/26:2),LION:0034473
PA(O-20:4/26:3),LION:0034478
PA(O-20:4/26:4),LION:0034484
PA(O-20:4/26:7),LION:0034485
PA(O-20:5/21:0),LION:0034489
PA(O-20:5/21:1),LION:0034490
PA(O-20:5/21:2),LION:0034491
PA(O-20:5/21:3),LION:0034492
PA(O-20:5/21:4),LION:0034493
PA(O-20:5/22:4),LION:0034494
PA(O-20:5/23:0),LION:0034495
PA(O-20:5/23:1),LION:0034496
PA(O-20:5/23:2),LION:0034497
PA(O-20:5/23:3),LION:0034498
PA(O-20:5/23:4),LION:0034503
PA(O-20:5/23:5),LION:0034504
PA(O-20:5/24:1),LION:0034508
PA(O-20:5/24:2),LION:0034509
PA(O-20:5/24:3),LION:0034512
PA(O-20:5/24:4),LION:0034514
PA(O-20:5/24:5),LION:0034515
PA(O-20:5/24:6),LION:0034517
PA(O-20:5/25:0),LION:0034518
PA(O-20:5/25:1),LION:0034519
PA(O-20:5/25:2),LION:0034520
PA(O-20:5/25:3),LION:0034524
PA(O-20:5/25:4),LION:0034525
PA(O-20:5/25:5),LION:0034530
PA(O-20:5/25:6),LION:0034535
PA(O-20:5/25:7),LION:0034536
PA(O-20:5/26:1),LION:0034542
PA(O-20:5/26:2),LION:0034548
PA(O-20:5/26:3),LION:0034549
PA(O-20:5/26:4),LION:0034555
PA(O-20:5/26:7),LION:0034561
PA(O-21:0/21:0),LION:0034562
PA(O-21:0/21:1),LION:0034565
PA(O-21:0/21:2),LION:0034569
PA(O-21:0/21:3),LION:0034570
PA(O-21:0/21:4),LION:0034573
PA(O-21:0/22:0),LION:0034578
PA(O-21:0/22:1),LION:0034579
PA(O-21:0/22:2),LION:0034580
PA(O-21:0/22:3),LION:0034581
PA(O-21:0/22:4),LION:0034582
PA(O-21:0/22:5),LION:0034583
PA(O-21:0/22:6),LION:0034584
PA(O-21:0/23:0),LION:0034585
PA(O-21:0/23:1),LION:0034586
PA(O-21:0/23:2),LION:0034587
PA(O-21:0/23:3),LION:0034593
PA(O-21:0/23:4),LION:0034596
PA(O-21:0/23:5),LION:0034597
PA(O-21:0/24:0),LION:0034598
PA(O-21:0/24:1),LION:0034599
PA(O-21:0/24:2),LION:0034602
PA(O-21:0/24:3),LION:0034608
PA(O-21:0/24:4),LION:0034609
PA(O-21:0/24:5),LION:0034615
PA(O-21:0/24:6),LION:0034621
PA(O-21:0/25:0),LION:0034622
PA(O-21:0/25:1),LION:0034627
PA(O-21:0/25:2),LION:0034632
PA(O-21:0/25:3),LION:0034633
PA(O-21:0/25:4),LION:0034636
PA(O-21:0/25:5),LION:0034641
PA(O-21:0/25:6),LION:0034642
PA(O-21:0/25:7),LION:0034644
PA(O-21:0/26:0),LION:0034650
PA(O-21:0/26:1),LION:0034651
PA(O-21:0/26:2),LION:0034652
PA(O-21:0/26:3),LION:0034653
PA(O-21:0/26:4),LION:0034654
PA(O-21:0/26:5),LION:0034655
PA(O-21:0/26:6),LION:0034656
PA(O-21:0/26:7),LION:0034657
PA(O-21:1/21:1),LION:0034658
PA(O-21:1/21:2),LION:0034662
PA(O-21:1/21:3),LION:0034663
PA(O-21:1/21:4),LION:0034664
PA(O-21:1/22:0),LION:0034665
PA(O-21:1/22:1),LION:0034666
PA(O-21:1/22:2),LION:0034670
PA(O-21:1/22:3),LION:0034675
PA(O-21:1/22:4),LION:0034676
PA(O-21:1/22:5),LION:0034680
PA(O-21:1/22:6),LION:0034684
PA(O-21:1/23:0),LION:0034685
PA(O-21:1/23:1),LION:0034688
PA(O-21:1/23:2),LION:0034694
PA(O-21:1/23:3),LION:0034695
PA(O-21:1/23:4),LION:0034697
PA(O-21:1/23:5),LION:0034703
PA(O-21:1/24:0),LION:0034704
PA(O-21:1/24:1),LION:0034705
PA(O-21:1/24:2),LION:0034706
PA(O-21:1/24:3),LION:0034707
PA(O-21:1/24:4),LION:0034708
PA(O-21:1/24:5),LION:0034709
PA(O-21:1/24:6),LION:0034711
PA(O-21:1/25:0),LION:0034712
PA(O-21:1/25:1),LION:0034713
PA(O-21:1/25:2),LION:0034718
PA(O-21:1/25:3),LION:0034721
PA(O-21:1/25:4),LION:0034724
PA(O-21:1/25:5),LION:0034730
PA(O-21:1/25:6),LION:0034732
PA(O-21:1/25:7),LION:0034736
PA(O-21:1/26:0),LION:0034737
PA(O-21:1/26:1),LION:0034738
PA(O-21:1/26:2),LION:0034739
PA(O-21:1/26:3),LION:0034740
PA(O-21:1/26:4),LION:0034741
PA(O-21:1/26:5),LION:0034742
PA(O-21:1/26:6),LION:0034746
PA(O-21:1/26:7),LION:0034749
PA(O-21:2/21:2),LION:0034751
PA(O-21:2/21:3),LION:0034753
PA(O-21:2/21:4),LION:0034754
PA(O-21:2/22:0),LION:0034755
PA(O-21:2/22:1),LION:0034756
PA(O-21:2/22:2),LION:0034757
PA(O-21:2/22:3),LION:0034758
PA(O-21:2/22:4),LION:0034759
PA(O-21:2/22:5),LION:0034764
PA(O-21:2/22:6),LION:0034765
PA(O-21:2/23:0),LION:0034766
PA(O-21:2/23:1),LION:0034768
PA(O-21:2/23:2),LION:0034769
PA(O-21:2/23:3),LION:0034770
PA(O-21:2/23:4),LION:0034771
PA(O-21:2/23:5),LION:0034774
PA(O-21:2/24:0),LION:0034775
PA(O-21:2/24:1),LION:0034776
PA(O-21:2/24:2),LION:0034777
PA(O-21:2/24:3),LION:0034778
PA(O-21:2/24:4),LION:0034779
PA(O-21:2/24:5),LION:0034780
PA(O-21:2/24:6),LION:0034781
PA(O-21:2/25:0),LION:0034782
PA(O-21:2/25:1),LION:0034783
PA(O-21:2/25:2),LION:0034784
PA(O-21:2/25:3),LION:0034785
PA(O-21:2/25:4),LION:0034786
PA(O-21:2/25:5),LION:0034787
PA(O-21:2/25:6),LION:0034788
PA(O-21:2/25:7),LION:0034789
PA(O-21:2/26:0),LION:0034790
PA(O-21:2/26:1),LION:0034791
PA(O-21:2/26:2),LION:0034792
PA(O-21:2/26:3),LION:0034793
PA(O-21:2/26:4),LION:0034794
PA(O-21:2/26:5),LION:0034795
PA(O-21:2/26:6),LION:0034796
PA(O-21:2/26:7),LION:0034797
PA(O-21:3/21:3),LION:0034798
PA(O-21:3/21:4),LION:0034799
PA(O-21:3/22:0),LION:0034800
PA(O-21:3/22:1),LION:0034801
PA(O-21:3/22:2),LION:0034802
PA(O-21:3/22:3),LION:0034803
PA(O-21:3/22:4),LION:0034804
PA(O-21:3/22:5),LION:0034805
PA(O-21:3/22:6),LION:0034806
PA(O-21:3/23:0),LION:0034807
PA(O-21:3/23:1),LION:0034808
PA(O-21:3/23:2),LION:0034809
PA(O-21:3/23:3),LION:0034810
PA(O-21:3/23:4),LION:0034811
PA(O-21:3/23:5),LION:0034812
PA(O-21:3/24:0),LION:0034813
PA(O-21:3/24:1),LION:0034814
PA(O-21:3/24:2),LION:0034815
PA(O-21:3/24:3),LION:0034816
PA(O-21:3/24:4),LION:0034817
PA(O-21:3/24:5),LION:0034818
PA(O-21:3/24:6),LION:0034819
PA(O-21:3/25:0),LION:0034820
PA(O-21:3/25:1),LION:0034821
PA(O-21:3/25:2),LION:0034822
PA(O-21:3/25:3),LION:0034823
PA(O-21:3/25:4),LION:0034824
PA(O-21:3/25:5),LION:0034825
PA(O-21:3/25:6),LION:0034826
PA(O-21:3/25:7),LION:0034827
PA(O-21:3/26:0),LION:0034828
PA(O-21:3/26:1),LION:0034829
PA(O-21:3/26:2),LION:0034830
PA(O-21:3/26:3),LION:0034831
PA(O-21:3/26:4),LION:0034832
PA(O-21:3/26:5),LION:0034833
PA(O-21:3/26:6),LION:0034834
PA(O-21:3/26:7),LION:0034835
PA(O-21:4/21:4),LION:0034836
PA(O-21:4/22:0),LION:0034837
PA(O-21:4/22:1),LION:0034838
PA(O-21:4/22:2),LION:0034839
PA(O-21:4/22:3),LION:0034840
PA(O-21:4/22:4),LION:0034841
PA(O-21:4/22:5),LION:0034842
PA(O-21:4/22:6),LION:0034843
PA(O-21:4/23:0),LION:0034844
PA(O-21:4/23:1),LION:0034845
PA(O-21:4/23:2),LION:0034846
PA(O-21:4/23:3),LION:0034847
PA(O-21:4/23:4),LION:0034848
PA(O-21:4/23:5),LION:0034849
PA(O-21:4/24:0),LION:0034850
PA(O-21:4/24:1),LION:0034851
PA(O-21:4/24:2),LION:0034852
PA(O-21:4/24:3),LION:0034853
PA(O-21:4/24:4),LION:0034854
PA(O-21:4/24:5),LION:0034855
PA(O-21:4/24:6),LION:0034856
PA(O-21:4/25:0),LION:0034857
PA(O-21:4/25:1),LION:0034858
PA(O-21:4/25:2),LION:0034859
PA(O-21:4/25:3),LION:0034860
PA(O-21:4/25:4),LION:0034861
PA(O-21:4/25:5),LION:0034862
PA(O-21:4/25:6),LION:0034890
PA(O-21:4/25:7),LION:0034896
PA(O-21:4/26:0),LION:0034897
PA(O-21:4/26:1),LION:0034904
PA(O-21:4/26:2),LION:0034905
PA(O-21:4/26:3),LION:0034906
PA(O-21:4/26:4),LION:0034907
PA(O-21:4/26:5),LION:0034908
PA(O-21:4/26:6),LION:0034909
PA(O-21:4/26:7),LION:0034910
PA(O-22:0/22:1),LION:0034911
PA(O-22:0/23:0),LION:0034912
PA(O-22:0/23:1),LION:0034915
PA(O-22:0/23:2),LION:0034916
PA(O-22:0/23:3),LION:0034926
PA(O-22:0/23:4),LION:0034927
PA(O-22:0/23:5),LION:0034935
PA(O-22:0/24:1),LION:0034936
PA(O-22:0/24:2),LION:0034941
PA(O-22:0/24:3),LION:0034945
PA(O-22:0/24:4),LION:0034946
PA(O-22:0/24:5),LION:0034950
PA(O-22:0/25:0),LION:0034951
PA(O-22:0/25:1),LION:0034952
PA(O-22:0/25:2),LION:0034953
PA(O-22:0/25:3),LION:0034954
PA(O-22:0/25:4),LION:0034955
PA(O-22:0/25:5),LION:0034956
PA(O-22:0/25:6),LION:0034957
PA(O-22:0/25:7),LION:0034958
PA(O-22:0/26:1),LION:0034970
PA(O-22:0/26:2),LION:0034976
PA(O-22:0/26:3),LION:0034977
PA(O-22:0/26:4),LION:0034985
PA(O-22:0/26:5),LION:0034986
PA(O-22:0/26:7),LION:0034995
PA(O-22:1/22:4),LION:0034996
PA(O-22:1/23:0),LION:0035007
PA(O-22:1/23:1),LION:0035011
PA(O-22:1/23:2),LION:0035015
PA(O-22:1/23:3),LION:0035016
PA(O-22:1/23:4),LION:0035020
PA(O-22:1/23:5),LION:0035021
PA(O-22:1/24:1),LION:0035022
PA(O-22:1/24:2),LION:0035023
PA(O-22:1/24:3),LION:0035024
PA(O-22:1/24:4),LION:0035025
PA(O-22:1/25:0),LION:0035026
PA(O-22:1/25:1),LION:0035027
PA(O-22:1/25:2),LION:0035028
PA(O-22:1/25:3),LION:0035029
PA(O-22:1/25:4),LION:0035035
PA(O-22:1/25:5),LION:0035036
PA(O-22:1/25:6),LION:0035044
PA(O-22:1/25:7),LION:0035045
PA(O-22:1/26:1),LION:0035050
PA(O-22:1/26:2),LION:0035051
PA(O-22:1/26:3),LION:0035053
PA(O-22:1/26:4),LION:0035055
PA(O-22:1/26:7),LION:0035056
PA(O-22:2/22:3),LION:0035058
PA(O-22:2/22:4),LION:0035059
PA(O-22:2/23:0),LION:0035060
PA(O-22:2/23:1),LION:0035067
PA(O-22:2/23:2),LION:0035068
PA(O-22:2/23:3),LION:0035076
PA(O-22:2/23:4),LION:0035077
PA(O-22:2/23:5),LION:0035086
PA(O-22:2/24:1),LION:0035087
PA(O-22:2/24:2),LION:0035097
PA(O-22:2/24:3),LION:0035098
PA(O-22:2/24:4),LION:0035104
PA(O-22:2/25:0),LION:0035108
PA(O-22:2/25:1),LION:0035109
PA(O-22:2/25:2),LION:0035114
PA(O-22:2/25:3),LION:0035119
PA(O-22:2/25:4),LION:0035120
PA(O-22:2/25:5),LION:0035124
PA(O-22:2/25:6),LION:0035125
PA(O-22:2/25:7),LION:0035126
PA(O-22:2/26:1),LION:0035127
PA(O-22:2/26:2),LION:0035128
PA(O-22:2/26:3),LION:0035129
PA(O-22:2/26:4),LION:0035130
PA(O-22:2/26:7),LION:0035131
PA(O-22:3/22:3),LION:0035132
PA(O-22:3/22:4),LION:0035133
PA(O-22:3/23:0),LION:0035134
PA(O-22:3/23:1),LION:0035140
PA(O-22:3/23:2),LION:0035141
PA(O-22:3/23:3),LION:0035147
PA(O-22:3/23:4),LION:0035148
PA(O-22:3/23:5),LION:0035152
PA(O-22:3/24:1),LION:0035153
PA(O-22:3/24:2),LION:0035154
PA(O-22:3/24:3),LION:0035155
PA(O-22:3/24:4),LION:0035158
PA(O-22:3/24:6),LION:0035159
PA(O-22:3/25:0),LION:0035160
PA(O-22:3/25:1),LION:0035161
PA(O-22:3/25:2),LION:0035165
PA(O-22:3/25:3),LION:0035169
PA(O-22:3/25:4),LION:0035173
PA(O-22:3/25:5),LION:0035174
PA(O-22:3/25:6),LION:0035179
PA(O-22:3/25:7),LION:0035184
PA(O-22:3/26:1),LION:0035185
PA(O-22:3/26:2),LION:0035191
PA(O-22:3/26:3),LION:0035197
PA(O-22:3/26:4),LION:0035198
PA(O-22:3/26:7),LION:0035205
PA(O-22:4/22:4),LION:0035207
PA(O-22:4/22:6),LION:0035211
PA(O-22:4/23:0),LION:0035212
PA(O-22:4/23:1),LION:0035214
PA(O-22:4/23:2),LION:0035215
PA(O-22:4/23:3),LION:0035216
PA(O-22:4/23:4),LION:0035217
PA(O-22:4/23:5),LION:0035218
PA(O-22:4/24:0),LION:0035219
PA(O-22:4/24:1),LION:0035220
PA(O-22:4/24:2),LION:0035226
PA(O-22:4/24:3),LION:0035227
PA(O-22:4/24:4),LION:0035232
PA(O-22:4/24:5),LION:0035234
PA(O-22:4/24:6),LION:0035235
PA(O-22:4/25:0),LION:0035237
PA(O-22:4/25:1),LION:0035242
PA(O-22:4/25:2),LION:0035243
PA(O-22:4/25:3),LION:0035249
PA(O-22:4/25:4),LION:0035255
PA(O-22:4/25:5),LION:0035256
PA(O-22:4/25:6),LION:0035262
PA(O-22:4/25:7),LION:0035268
PA(O-22:4/26:1),LION:0035269
PA(O-22:4/26:2),LION:0035272
PA(O-22:4/26:3),LION:0035276
PA(O-22:4/26:4),LION:0035277
PA(O-22:4/26:6),LION:0035280
PA(O-22:4/26:7),LION:0035285
PA(O-22:5/23:0),LION:0035286
PA(O-22:5/23:1),LION:0035287
PA(O-22:5/23:2),LION:0035288
PA(O-22:5/23:3),LION:0035289
PA(O-22:5/23:4),LION:0035290
PA(O-22:5/23:5),LION:0035291
PA(O-22:5/24:1),LION:0035292
PA(O-22:5/24:2),LION:0035293
PA(O-22:5/24:3),LION:0035294
PA(O-22:5/24:4),LION:0035300
PA(O-22:5/25:0),LION:0035303
PA(O-22:5/25:1),LION:0035304
PA(O-22:5/25:2),LION:0035305
PA(O-22:5/25:3),LION:0035306
PA(O-22:5/25:4),LION:0035309
PA(O-22:5/25:5),LION:0035315
PA(O-22:5/25:6),LION:0035316
PA(O-22:5/25:7),LION:0035321
PA(O-22:5/26:1),LION:0035326
PA(O-22:5/26:2),LION:0035327
PA(O-22:5/26:3),LION:0035330
PA(O-22:5/26:4),LION:0035335
PA(O-22:5/26:7),LION:0035336
PA(O-22:6/23:0),LION:0035338
PA(O-22:6/23:1),LION:0035344
PA(O-22:6/23:2),LION:0035345
PA(O-22:6/23:3),LION:0035346
PA(O-22:6/23:4),LION:0035347
PA(O-22:6/23:5),LION:0035348
PA(O-22:6/24:1),LION:0035349
PA(O-22:6/24:2),LION:0035350
PA(O-22:6/24:3),LION:0035351
PA(O-22:6/24:4),LION:0035352
PA(O-22:6/25:0),LION:0035356
PA(O-22:6/25:1),LION:0035357
PA(O-22:6/25:2),LION:0035358
PA(O-22:6/25:3),LION:0035359
PA(O-22:6/25:4),LION:0035360
PA(O-22:6/25:5),LION:0035364
PA(O-22:6/25:6),LION:0035368
PA(O-22:6/25:7),LION:0035369
PA(O-22:6/26:1),LION:0035372
PA(O-22:6/26:2),LION:0035378
PA(O-22:6/26:3),LION:0035379
PA(O-22:6/26:4),LION:0035381
PA(O-22:6/26:7),LION:0035387
PA(O-23:0/23:0),LION:0035388
PA(O-23:0/23:1),LION:0035389
PA(O-23:0/23:2),LION:0035390
PA(O-23:0/23:3),LION:0035391
PA(O-23:0/23:4),LION:0035392
